id,created_at,text,label
576340146385121280,Fri Mar 13 11:12:53 +0000 2015,usrId youll be starting to get rain from the cyclone that blew through here httpAddress,Not related or irrelevant
576344661335281664,Fri Mar 13 11:30:49 +0000 2015,good luck httpAddress,Sympathy and emotional support
576352922419658752,Fri Mar 13 12:03:39 +0000 2015,hope the folks in #vanuatu keep safe and remain httpAddress,Sympathy and emotional support
576330278009901056,Fri Mar 13 10:33:40 +0000 2015,DD to DD km winds hitting vanuatu httpAddress usrId reporting #cyclonepam extremely destructive and those in its path in great httpAddress,Caution and advice
576350021186142210,Fri Mar 13 11:52:07 +0000 2015,that said be safe httpAddress,Sympathy and emotional support
576353289903562752,Fri Mar 13 12:05:07 +0000 2015,see latest updates from #vanuatu s weather service here http httpAddress bqhvsg5cer #tcpam #cyclonepam,Caution and advice
576341007366754304,Fri Mar 13 11:16:18 +0000 2015,if there is one place on earth you don t want to be right now it s port vila vanuatu ; unless you like getting destroyed by a cat D httpAddress,Not related or irrelevant
576328281324175360,Fri Mar 13 10:25:44 +0000 2015,wishing everyone at vanuatu to stay httpAddress especially httpAddress #tc pam,Sympathy and emotional support
576335781024808960,Fri Mar 13 10:55:32 +0000 2015,follow usrId usrId usrId for news and updates on #tcpam httpAddress staka thoughts lo iufala fren ni vanuatu,Sympathy and emotional support
575736803677761536,Wed Mar 11 19:15:25 +0000 2015,advice from bom cyclone nathan category D moving slowly southwest towards the coast #tcnathan #tcnathan #bigwet http httpAddress tfv7pfhpnj,Caution and advice
576333430620704768,Fri Mar 13 10:46:12 +0000 2015,chevron workers sleep on concrete floor as cyclone olwyn rips through workers at chevron s wheatstone project in http httpAddress jnfjqi6nzy,Not related or irrelevant
576346624508579840,Fri Mar 13 11:38:37 +0000 2015,vanuatu braces for cyclonepam http httpAddress m4jdnlmnbl,Caution and advice
576329516311818240,Fri Mar 13 10:30:39 +0000 2015,port vila vanuatu ap the small pacific archipelago of vanuatu is urging people to tak #green http httpAddress pcofhugl41,Caution and advice
576335718785527809,Fri Mar 13 10:55:17 +0000 2015,usrId beware cyclone sausage !?,Not related or irrelevant
576352627451101184,Fri Mar 13 12:02:29 +0000 2015,usrId taliban al qaeda wouldn t have grown if not for mi6 cia operation cyclone https httpAddress wp5acchfwi record opium yield now why ?,Not related or irrelevant
576334938183634944,Fri Mar 13 10:52:11 +0000 2015,#sydney #bendigo pages DD march 2015further assistance for cyclone affected queensland communities the httpAddress http httpAddress w0mnvs3jsk,Not related or irrelevant
576342510345158656,Fri Mar 13 11:22:17 +0000 2015,amazing stuff #vanuatu getting hit hard http httpAddress jialb1aq9r #staysafe #portvilla,Caution and advice
576337672244981760,Fri Mar 13 11:03:03 +0000 2015,cyclone pam ploughs through pacific http httpAddress sc6uamotyy,Other relevant information
576322420002463744,Fri Mar 13 10:02:27 +0000 2015,#tcolwyn just been downgraded to a cat D cyclone as it approaches #sharkbay it will continue weakening overnight down to cat D at #geraldton,Not related or irrelevant
575736452413136897,Wed Mar 11 19:14:01 +0000 2015,tropical cyclone nathan now a category two will strengthen further http httpAddress qjxhw3debs,Caution and advice
576345714390884352,Fri Mar 13 11:35:00 +0000 2015,the un says people who didn t heed warnings could be worst off as #cyclonepam hits #vanuatu usrId rop updates on #theworld #abcnews24,Sympathy and emotional support
576347489294417920,Fri Mar 13 11:42:04 +0000 2015,usrId thoughts and prayers with vanuatu,Sympathy and emotional support
576351826422992896,Fri Mar 13 11:59:18 +0000 2015,bbc news cyclone pam bears down on south httpAddress hahatitle my hotel is shaking http httpAddress hodrqct4ny,Personal updates
576347728961110016,Fri Mar 13 11:43:01 +0000 2015,hams keep an ear open for yj vanuatu httpAddress cyclone pam making a httpAddress try DD DD 10m smaller antennas might httpAddress #hamr #hamradio,Caution and advice
576328227607736320,Fri Mar 13 10:25:31 +0000 2015,the news is like oh fuck cyclone ! but then u check metservice forecast and its like yeah few showers on sunday no big deal,Not related or irrelevant
576339867702951936,Fri Mar 13 11:11:46 +0000 2015,business interruption claims push cyclone marcia damage bill higher insurance council of australia has said httpAddress http httpAddress xc64kymnpr,Not related or irrelevant
576347885698195456,Fri Mar 13 11:43:38 +0000 2015,yeah so we re on a high alert for a cyclone coming my way so if i die i want u at my funeral and i love u usrId,Not related or irrelevant
576323042986475520,Fri Mar 13 10:04:55 +0000 2015,stay safe vanuatu !,Sympathy and emotional support
576339094147457024,Fri Mar 13 11:08:42 +0000 2015,the posts on the humans of vanuatu page frankly look quite httpAddress,Not related or irrelevant
576351082286190593,Fri Mar 13 11:56:20 +0000 2015,our thoughts are with you #vanuatu hope you come out the other side of #tcpam okay ! listen to #radio #australia for updates !,Sympathy and emotional support
576332394363379712,Fri Mar 13 10:42:05 +0000 2015,cyclone rusty update D 03z D D5 http httpAddress sg0ziqrqxg,Not related or irrelevant
576327367645360128,Fri Mar 13 10:22:06 +0000 2015,#tcpam has strengthened to cat D amp ; now threatens httpAddress evacuation alerts issued amp ; gusts of than 32Dkm h expected https httpAddress 4jexvgjoxr,Caution and advice
576342630860124161,Fri Mar 13 11:22:45 +0000 2015,httpAddress pushes for wb aided cyclone proof project http httpAddress kfrxrnl76c,Not related or irrelevant
576336570174689280,Fri Mar 13 10:58:40 +0000 2015,thoughts are with httpAddress what a httpAddress stay safe and httpAddress #cyclonepam,Sympathy and emotional support
576351003252916224,Fri Mar 13 11:56:01 +0000 2015,#wa #tropicalcyclone #advice #tcjack #ctcorp number DD D DD pm wst tropical cyclone advice number DD issued httpAddress http httpAddress g9kgwrfywv,Caution and advice
576350072851451904,Fri Mar 13 11:52:20 +0000 2015,cyclone olwyn weakens but destructive winds still hitting coastal wa http httpAddress wiet2zsecm #perthnews,Caution and advice
576349905524011009,Fri Mar 13 11:51:40 +0000 2015,cyclone pam ploughs through pacific http httpAddress 4ixng0n0hz,Other relevant information
576353522247159808,Fri Mar 13 12:06:02 +0000 2015,for #cyclonepam updates follow our vanuatu country director httpAddress media contact usrId to donate http httpAddress 61wujpuruf,Caution and advice
576343844427550720,Fri Mar 13 11:27:35 +0000 2015,let s hope our onion in chief is as gung ho amp ; bolshie about sending troops to vanuatu amp ; httpAddress death cult of another httpAddress #cyclonepam,Not related or irrelevant
576342027182456832,Fri Mar 13 11:20:21 +0000 2015,usrId usrId have a great day were going to tauranga for weekend before cyclone pam gets httpAddress love tauranga ?,Not related or irrelevant
576353502957428736,Fri Mar 13 12:05:57 +0000 2015,#southpacific s #vanuatu braces itself for #cyclonepam http httpAddress 3vncoolsrz,Caution and advice
576348116103790592,Fri Mar 13 11:44:33 +0000 2015,nichola krey usrId humanitarian head amp ; former #vanuatu county director on usrId at 11pm on likely impact as #tcpam hits,Other relevant information
576351374952235008,Fri Mar 13 11:57:30 +0000 2015,eyewall of httpAddress D #cyclone #pam now lashing efate island #vanuatu including the capital of port httpAddress http httpAddress mgz3fo7imk,Other relevant information
576326787652784128,Fri Mar 13 10:19:48 +0000 2015,cyclone pam ploughs through pacific http httpAddress ol48o6gzxw,Other relevant information
576323219445035009,Fri Mar 13 10:05:37 +0000 2015,flooding in vanuatu as cyclone hits maximum strength daily mail http httpAddress crpb0ajbgy #prayforvhongnavarro,Sympathy and emotional support
576330789899657216,Fri Mar 13 10:35:42 +0000 2015,possibly httpAddress cyclone httpAddress #understatedescalation from httpAddress #geraldton #midwestwa #tcolwyn #westernaustr http httpAddress gtz3hlljfd,Not related or irrelevant
576337082072727552,Fri Mar 13 11:00:42 +0000 2015,listening to fm107 for updates on #cyclonepam on http httpAddress zhhcahknvb #staysafe #vanuatu,Caution and advice
576345153520017408,Fri Mar 13 11:32:47 +0000 2015,geraldton sunset pre cyclone #olwyn http httpAddress mir2uzwzub,Not related or irrelevant
576352337561849856,Fri Mar 13 12:01:20 +0000 2015,video cyclone pam my hotel is shaking http httpAddress camolg1tm2,Personal updates
576332040460718080,Fri Mar 13 10:40:40 +0000 2015,team concerned not enough being done to evacuate children to safety as #cyclonepam heads towards #vanuatu http httpAddress szvrvvkjsg,Displaced people
576340056773955584,Fri Mar 13 11:12:32 +0000 2015,perth maybe it s the cyclone but where s all the trees ? http httpAddress j1taa8mwhn,Not related or irrelevant
576332956177817600,Fri Mar 13 10:44:19 +0000 2015,more like lameclone ! amirite ?! #gerostorm #cyclone #olwyn http httpAddress yxpisob273,Not related or irrelevant
576323529928388608,Fri Mar 13 10:06:51 +0000 2015,video cyclone pam my hotel is shaking http httpAddress aay5dozndk,Personal updates
576343692736225280,Fri Mar 13 11:26:58 +0000 2015,whenever it comes to public service the country looks towards httpAddress it has been proven during kashmir floods and andhra httpAddress,Not related or irrelevant
576340057583411200,Fri Mar 13 11:12:32 +0000 2015,with cyclone olwyn wreaking havoc north of perth we are finally getting some much needed httpAddress yes sunset has httpAddress http httpAddress rfjw5enpou,Not related or irrelevant
576352044082196480,Fri Mar 13 12:00:10 +0000 2015,help the victimes of #cyclonepam . it s hitting south pacific kiribati solomon islands #vanuatu https httpAddress 6zuwzkvcsn,Money
576325219536625665,Fri Mar 13 10:13:34 +0000 2015,thinking of our httpAddress usrId #cyclonepam category D 16Dmph winds red alert in vanuatu http httpAddress nskD9koajt http httpAddress dijxsh8duo,Sympathy and emotional support
576324911922204672,Fri Mar 13 10:12:21 +0000 2015,residents seek shelter as cyclone pam bears down on vanuatuthe coastline near melsisihcregan http httpAddress cs4wcedlag,Displaced people
576322735011471360,Fri Mar 13 10:03:42 +0000 2015,#cyclone #cat3 #olwyn carnarvon wa DD https httpAddress om1nay4z1q,Not related or irrelevant
576326676537221120,Fri Mar 13 10:19:21 +0000 2015,cyclone httpAddress http httpAddress 7ve3czyy3h,Caution and advice
576328571620298752,Fri Mar 13 10:26:53 +0000 2015,live updates super cyclone pam with images tweets unicefnz storify http httpAddress d7q22dwrdg,Caution and advice
576352009722294272,Fri Mar 13 12:00:01 +0000 2015,stay safe #vanuatu,Sympathy and emotional support
576337548403834880,Fri Mar 13 11:02:34 +0000 2015,here s how the weather looks a thousand miles from a force five httpAddress hope vanuatu is httpAddress #cyclonepam #niue http httpAddress 7jyxwehkqm,Not related or irrelevant
576352016462659584,Fri Mar 13 12:00:03 +0000 2015,at virtues cyclone maryland wells demarco for are higher central,Not related or irrelevant
576343114463363072,Fri Mar 13 11:24:41 +0000 2015,hang in there httpAddress,Sympathy and emotional support
576335650397380608,Fri Mar 13 10:55:01 +0000 2015,15m waves with 250km h wind behind them plus a 5m storm httpAddress don t pray for vanuatu send cash to rebuild homes and httpAddress,Caution and advice
576428649282310144,Fri Mar 13 17:04:34 +0000 2015,have mercy pam http httpAddress dog3lngipv,Other relevant information
576432318283423744,Fri Mar 13 17:19:08 +0000 2015,mt usrId 2hrs ago #vanuatu efate still feeling hurricane force httpAddress some communication returning #tcpam #cyclonepam #hmrd via ac,Caution and advice
576426541883621377,Fri Mar 13 16:56:11 +0000 2015,mental illness parin bottomline hy . baka god s way of helping pam hi pam lol,Not related or irrelevant
576429486574469120,Fri Mar 13 17:07:53 +0000 2015,#tcpam #vanuatu from usrId flimsy buildings great concern for residents httpAddress http httpAddress mmlb1hhia6 #cylconepam,Other relevant information
576421558761160705,Fri Mar 13 16:36:23 +0000 2015,flooding in vanuatu as cyclone hits maximum strength usrId http httpAddress nt5u6jnqqe,Other relevant information
576365144961339392,Fri Mar 13 12:52:13 +0000 2015,tropical cyclone advice number 26 issued at DD DD pm est on friday DD march 2015 headline cyclone nathan httpAddress http httpAddress dy4sqrofba,Caution and advice
576431148508831744,Fri Mar 13 17:14:30 +0000 2015,usrId i m so sorry you re not getting the support you need right now pam i understand it must be upsetting for httpAddress ar,Not related or irrelevant
576359145173098496,Fri Mar 13 12:28:23 +0000 2015,amazing pics of super cyclone #pam http httpAddress gqn5ghsexf,Caution and advice
576363439888547841,Fri Mar 13 12:45:27 +0000 2015,cyclone pam sounds like a freight train herald sun http httpAddress vcfeb6whpp #gabriela,Not related or irrelevant
576356091753185280,Fri Mar 13 12:16:15 +0000 2015,cyclone !,Not related or irrelevant
576421746988982272,Fri Mar 13 16:37:08 +0000 2015,random s o to mama pam just cause she s the httpAddress #loveher http httpAddress d8eclas8sh,Not related or irrelevant
576422707841097728,Fri Mar 13 16:40:57 +0000 2015,one of my favorite usrId professors pam regis usrId romance was quoted in this article ! http httpAddress lh5gfwm0p6 usrIdanielenglish,Not related or irrelevant
576366241998319616,Fri Mar 13 12:56:35 +0000 2015,tropical cyclone nathan advice .. http httpAddress 3wzvj2qncl,Caution and advice
576362132025032704,Fri Mar 13 12:40:15 +0000 2015,shit scared for my brother who lives in a remote ish coastal area of httpAddress if i get any sleep i really need to wake up to good httpAddress,Sympathy and emotional support
576432415230402561,Fri Mar 13 17:19:32 +0000 2015,enjoying super hit cyclone of entertainment and action of his majesty emperor salman khan of year 2004 garv pride and honour on utv movies,Not related or irrelevant
576429619722772480,Fri Mar 13 17:08:25 +0000 2015,cyclone pam leaving a trail of devastation in pacific ocean http httpAddress ckhytrxqvi,Other relevant information
576356177933529088,Fri Mar 13 12:16:35 +0000 2015,bearcat game day and cyclone game day ! it doesn t get any better than that !,Not related or irrelevant
576364659403522048,Fri Mar 13 12:50:17 +0000 2015,#vanuatu #tcpam #cyclonepam direct hit http httpAddress 8bq0orrt4h,Caution and advice
576355966876270593,Fri Mar 13 12:15:45 +0000 2015,#cyclone olwyn downgraded to category D as it continues to track down australia s coast usrId com au http httpAddress yffxsf9s8p,Not related or irrelevant
576365433600638978,Fri Mar 13 12:53:22 +0000 2015,very destructive winds amp ; very rough to phenomenal seas with #cyclonepam says vanuatu met service with latest update http httpAddress m3oex0j8nw,Caution and advice
576429654187249664,Fri Mar 13 17:08:33 +0000 2015,the island nation of vanuatu is getting slammed by a terrifying cyclone share tap image to zoommsat httpAddress http httpAddress estqkhz0z4,Caution and advice
576421907672760320,Fri Mar 13 16:37:46 +0000 2015,cyclone pam leaving a trail of devastation in pacific ocean http httpAddress zxvbv3dyil,Other relevant information
576357239948066816,Fri Mar 13 12:20:48 +0000 2015,oxfaminvanuatu sad that it takes #cyclonepam for the world to notice httpAddress time for #voiceforvanuatu httpAddress,Sympathy and emotional support
576358462998724608,Fri Mar 13 12:25:40 +0000 2015,thinking of you #vanuatu stay safe !! #cyclonepam,Sympathy and emotional support
576424618853998592,Fri Mar 13 16:48:33 +0000 2015,several homes and a school classroom were destroyed and crops were flooded solomon islands broadcasting corporation http httpAddress vjqdjc0pbr,Infrastructure and utilities
576362544811528192,Fri Mar 13 12:41:53 +0000 2015,cyclone pam hits vanuatu wellngton new zealand ap an extremely powerful cyclone blew over islands in httpAddress http httpAddress 6vzfwf9war,Caution and advice
576361469115158528,Fri Mar 13 12:37:37 +0000 2015,cannot imagine what they re facing in port villa but hope amp ; pray no lives are lost and cyclone pam has mercy on them #jesustakethewheel,Sympathy and emotional support
576431420752683008,Fri Mar 13 17:15:34 +0000 2015,4.6 earthquake ! fri mar DD DD DD DD eet DD near 187km w of ile hunter new caledonia http httpAddress jcjlm511nc,Not related or irrelevant
576430193348329473,Fri Mar 13 17:10:42 +0000 2015,hey usrId are you sure you want to marry me ?! #cyclonepam #watchout http httpAddress 5wj7aqclqk,Not related or irrelevant
576428649710166016,Fri Mar 13 17:04:34 +0000 2015,worst may be past for port vila pressure suggests maybe not a direct hit but bad ; spare a thought for all vanuatu http httpAddress avixxyblj3,Caution and advice
576363396406190080,Fri Mar 13 12:45:16 +0000 2015,i think we should all plan a holiday to vanuatu to help their economy when it s httpAddress #cyclonepam #tcpam #vanuatu #staysafe,Sympathy and emotional support
576427931930632192,Fri Mar 13 17:01:43 +0000 2015,pum pum pam,Not related or irrelevant
576423650808741888,Fri Mar 13 16:44:42 +0000 2015,severe tc pam is crossing vanuatu with a central pressure of DD hpa sustained winds of DD km hr knots close to the centre,Other relevant information
576364967093403648,Fri Mar 13 12:51:31 +0000 2015,usrId vanuatu has the most amazing httpAddress keep us posted on your response httpAddress good luck amp ; stay httpAddress,Not related or irrelevant
576423752675684352,Fri Mar 13 16:45:06 +0000 2015,usrId we approve httpAddress this is how it s httpAddress,Not related or irrelevant
576428271862202368,Fri Mar 13 17:03:04 +0000 2015,usrId hell yea shit good so httpAddress pam as a muslim is too httpAddress,Not related or irrelevant
576367369410465792,Fri Mar 13 13:01:03 +0000 2015,#cyclonepam flooding destructive winds as category five storm bears down on vanuatu http httpAddress qfdjm3lw0d,Other relevant information
576366648308862976,Fri Mar 13 12:58:11 +0000 2015,#south pacific s #vanuatu #braces #itself for #cyclone pam http httpAddress wyfgxiw35c #pacifics http httpAddress drq01qwjk2,Caution and advice
576359856522821633,Fri Mar 13 12:31:12 +0000 2015,small pacific nation of vanuatu hit by powerful cyclone http httpAddress kzogqomrhg,Caution and advice
576425382343258112,Fri Mar 13 16:51:35 +0000 2015,playing hunter island https httpAddress sbknggfqok http httpAddress jhiwto1t4y,Not related or irrelevant
576425272188207104,Fri Mar 13 16:51:09 +0000 2015,i refuse to watch the episodes of the office where jim and pam are not together or fighting bc i ll httpAddress,Not related or irrelevant
576354332553011200,Fri Mar 13 12:09:15 +0000 2015,prayers for httpAddress,Sympathy and emotional support
576425858430205952,Fri Mar 13 16:53:28 +0000 2015,scary ! keep safe #vanuatu #cyclonepam #tcpam http httpAddress rtr1dggbdy,Sympathy and emotional support
576427601188782081,Fri Mar 13 17:00:24 +0000 2015,tropical httpAddress http httpAddress iogu61gk7x,Other relevant information
576360468266151937,Fri Mar 13 12:33:38 +0000 2015,cyclone pam ploughs through pacific http httpAddress 8rbexz9dxd,Caution and advice
576423773974470656,Fri Mar 13 16:45:11 +0000 2015,and wind gusts to DD kn hr . an extensive clud band with thunderstorms is visible around httpAddress,Other relevant information
576431900207640576,Fri Mar 13 17:17:29 +0000 2015,usrId http httpAddress kq5iztvnuc http httpAddress hbwehhbtoz take a look at both of these ! might need somebody for both if you re down !,Not related or irrelevant
576422101617344512,Fri Mar 13 16:38:33 +0000 2015,httpAddress state of emergency declared in #tuvalu after tidal surges wash away houses and httpAddress our httpAddress http httpAddress bm41q6dklx,Caution and advice
576431684880625664,Fri Mar 13 17:16:37 +0000 2015,s pam,Not related or irrelevant
576353887889723392,Fri Mar 13 12:07:29 +0000 2015,at DD 00pm local time severe tropical cyclone pam was located at httpAddress degrees south httpAddress degrees httpAddress this httpAddress http httpAddress 1zctjgy0po,Caution and advice
576356443156307968,Fri Mar 13 12:17:38 +0000 2015,reading comments on usrId facebook page from those on #vanuatu island of httpAddress pretty much going through hell right httpAddress #cyclonepam,Personal updates
576427444846010368,Fri Mar 13 16:59:47 +0000 2015,may all life be httpAddress more than DD DD people at risk as cyclone pam bears down on #vanuatu http httpAddress l9ikuasogb usrId #weather,Sympathy and emotional support
576431401077075969,Fri Mar 13 17:15:30 +0000 2015,i met so many wonderful folks from erromango while reporting in httpAddress hold firm pastor robbie and everybody httpAddress #tcpam,Not related or irrelevant
576363665068138498,Fri Mar 13 12:46:20 +0000 2015,click http httpAddress tklahdy7nn #vanuatu super cyclone #pam 295kph #emao #pele #nguna #moso #lelepa #kakula #eretoka http httpAddress aekdtomp1n,Caution and advice
576362114937270272,Fri Mar 13 12:40:11 +0000 2015,current wind gusts with #cyclone #pam over #vanuatu http httpAddress uxgsu79zbd,Caution and advice
576426144049733632,Fri Mar 13 16:54:36 +0000 2015,my sister sent me a snap of her campus visit with a cyclone httpAddress they grow up so fast,Not related or irrelevant
576423994225614848,Fri Mar 13 16:46:04 +0000 2015,tropical cyclone pam D http httpAddress r8d48cajmf,Caution and advice
576430496172924928,Fri Mar 13 17:11:54 +0000 2015,#cyclone #pam lashes #vanuatu with category D winds http httpAddress vau1rwwD3k,Caution and advice
576421426627899392,Fri Mar 13 16:35:52 +0000 2015,usrId please have a fundraiser at #loropianasyr for our industry friends and people of #vanuatu #pam #cyclone they need our help #yag,Sympathy and emotional support
576354957915389952,Fri Mar 13 12:11:44 +0000 2015,usrId usrId usrId usrId usrId usrId #c5 pam #vanuatu in prayers across islands tonight http httpAddress pmxtsubk7q,Sympathy and emotional support
576427136275206144,Fri Mar 13 16:58:33 +0000 2015,vanuatu monster makes direct hit on island http httpAddress xzpb1utnnp,Other relevant information
576421974332698624,Fri Mar 13 16:38:02 +0000 2015,rt usrId monstrous category D cyclone makes direct hit on tiny #vanuatu http httpAddress r29udsens4 via usrId,Other relevant information
576429099004080129,Fri Mar 13 17:06:21 +0000 2015,#mostread pam steps out with new man http httpAddress 0amwkqgkuy,Not related or irrelevant
576421733344768000,Fri Mar 13 16:37:05 +0000 2015,tropical cyclone pam slams vanuatu capital tropical cyclone pam one of the strongest storms seen in the south http httpAddress p0mi9ccr70,Other relevant information
576422487849832448,Fri Mar 13 16:40:05 +0000 2015,getting my taxes httpAddress asked me where do i have time to do all these things us navy pam s kitchen church school landlord amp ; live life,Not related or irrelevant
576430666633498624,Fri Mar 13 17:12:35 +0000 2015,tropical cyclone pam menaces vanuatu http httpAddress lehoqok0pq,Other relevant information
576426347632988160,Fri Mar 13 16:55:25 +0000 2015,usrId no ma m httpAddress i do not hold him blame xae and cutie !,Not related or irrelevant
576363198317654016,Fri Mar 13 12:44:29 +0000 2015,hope the folk at st mary star of the sea in carnarvon have made it through cyclone olwyn with minimal httpAddress,Sympathy and emotional support
576358311618088960,Fri Mar 13 12:25:04 +0000 2015,thinking of you vanuatu http httpAddress qlynoirr6l,Sympathy and emotional support
576365175101468672,Fri Mar 13 12:52:20 +0000 2015,mt usrId latest mtsat infrared imagery of tropical cyclone httpAddress loop here http httpAddress rfkbacrwqg http httpAddress 8xdc5wersy #tcpam,Caution and advice
576422336397619201,Fri Mar 13 16:39:29 +0000 2015,rt usrId visible and ir imagery of cyclone #pam taken around DD httpAddress march DD DD D DD pm edt http httpAddress d0phffllw,Other relevant information
576421634090921984,Fri Mar 13 16:36:41 +0000 2015,usrId todo mundo de cyclone,Not related or irrelevant
576425798791401473,Fri Mar 13 16:53:14 +0000 2015,monster storm hits vanuatu http httpAddress 9wyy2hpbgc #world #health,Caution and advice
576422428085215232,Fri Mar 13 16:39:50 +0000 2015,pam s photographer is able and httpAddress everyone needs someone like httpAddress,Not related or irrelevant
576429767873937408,Fri Mar 13 17:09:00 +0000 2015,httpAddress a httpAddress #cyclonepam image via mashable http httpAddress cigjldpkh2,Caution and advice
576364654709993472,Fri Mar 13 12:50:16 +0000 2015,better get adf and aid ready for climate disaster in vanuatu usrId,Not related or irrelevant
576421468227125249,Fri Mar 13 16:36:02 +0000 2015,shelf cloud near rhodes today httpAddress photo by panagiotis e . mitrovgenis via cyclone of httpAddress cloud .. http httpAddress 2cekicbymm,Not related or irrelevant
576429969393496064,Fri Mar 13 17:09:48 +0000 2015,pamela geller calls jon stewart the most disgusting jew on the planet http httpAddress kbo2tglznh via usrId,Not related or irrelevant
576366077116047360,Fri Mar 13 12:55:55 +0000 2015,mt usrId we need your help by raising awareness for #cyclonepam https httpAddress 0iig16uzk2 help by donating #support4pam,Caution and advice
576364946088296448,Fri Mar 13 12:51:26 +0000 2015,usrId vanuatu is an island nation in the middle of the httpAddress let s #prayforvanuatu usrId,Sympathy and emotional support
576421740701573120,Fri Mar 13 16:37:07 +0000 2015,tropical cyclone olwyn landfalls as nasa s terra satellite flies overhead #science http httpAddress 6w0z9nuijj http httpAddress q5hf5l4khj,Other relevant information
576429807665225728,Fri Mar 13 17:09:10 +0000 2015,#cycloneolwyn chevron workers slept on concrete floor cardboard as cyclone ol http httpAddress ey8csrd7ti,Not related or irrelevant
576355505771253760,Fri Mar 13 12:13:55 +0000 2015,usrId k hi please share and raise awaireness ! https httpAddress 6zuwzkvcsn,Not related or irrelevant
576431776349868032,Fri Mar 13 17:16:59 +0000 2015,usrId usrId lepisto hi debra indeed she is ! warm hugs pam,Not related or irrelevant
576354757071233024,Fri Mar 13 12:10:56 +0000 2015,#southpacificocean #maritime #shipping #wx #news severe tropical #cyclone #pam cat5 #17p #hurricane warning httpAddress http httpAddress 5i50xqmsc1,Caution and advice
576431771140620288,Fri Mar 13 17:16:58 +0000 2015,mt usrId a red alert has been issued as #cyclonepam lashes httpAddress here s the latest cont http httpAddress wl7ov5cnod,Caution and advice
576433585391067139,Fri Mar 13 17:24:11 +0000 2015,flooding in vanuatu as cyclone hits with maximum strength http httpAddress ytpoxbjaus,Infrastructure and utilities
576440929084706817,Fri Mar 13 17:53:21 +0000 2015,join me amp ; lady pam tomorrow at the stone mountain campus DD am ! http httpAddress 5wvsvu6lip,Not related or irrelevant
576433285124911104,Fri Mar 13 17:22:59 +0000 2015,plastic pam ? anderson sports dramatically different facial features at movie premiere http httpAddress dqwuavoo2q,Not related or irrelevant
576437978941165568,Fri Mar 13 17:41:38 +0000 2015,top asian news at D DD httpAddress gmt wellngton new zealand ap an extremely powerful cyclone blew over httpAddress http httpAddress jbhr2kporh,Other relevant information
576440154941952000,Fri Mar 13 17:50:17 +0000 2015,cyclone pam nears vanuatu after hitting south pacific nations  watch yourselves i ve got a cyclone named after me ! http httpAddress zh0g7o51ky,Caution and advice
576444896829112322,Fri Mar 13 18:09:07 +0000 2015,man two days ago the gfs nailed the track of cyclone pam as it passed efate to within a httpAddress that s httpAddress,Not related or irrelevant
576439600622731264,Fri Mar 13 17:48:05 +0000 2015,usrId pim pam crack es lo que te llevas tu jajajaja cause i m only a crack in this castle of glass momento musical de linkin park,Not related or irrelevant
